,id,name,description,series,price,builtInEmote,copyrightedAudio,upcoming,reactive,releaseDate,lastAppearance,interest,video,audio,path,gameplayTags,apiTags,battlepass,type.id,type.name,rarity.id,rarity.name,added.date,added.version,images.icon,images.featured,images.background,images.icon_background,images.full_background,juno.icon,beans.icon,set.id,set.name,set.partOf,battlepass.season,battlepass.tier,battlepass.page,battlepass.type,battlepass.displayText.chapter,battlepass.displayText.season,battlepass.displayText.chapterSeason,battlepass.battlePassName,set,series.id,series.name,builtInEmote.id,builtInEmote.type.id,builtInEmote.type.name,builtInEmote.name,builtInEmote.description,builtInEmote.rarity.id,builtInEmote.rarity.name,builtInEmote.series,builtInEmote.images.icon,builtInEmote.images.featured,builtInEmote.images.background,builtInEmote.images.icon_background,builtInEmote.images.full_background,builtInEmote.video,builtInEmote.series.id,builtInEmote.series.name
8327,EID_Zest_Q1K5V,Maximum Bounce,"Music by Marshmello, dance moves by josh3thousand.",,500,,True,False,False,2022-02-02,2025-08-24,0.19,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Zest_Q1K5V,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.Set.ScatterBan']","['emoteDuration:11.20', 'emoteLoop']",,emote,Emote,Rare,RARE,2022-02-01,19.20,https://media.fortniteapi.io/images/3fc2818777d048ef9ba8fca0c881d7c4/transparent.png,https://media.fortniteapi.io/images/3fc2818777d048ef9ba8fca0c881d7c4/full_featured.png,https://media.fortniteapi.io/images/cosmetics/3fc2818777d048ef9ba8fca0c881d7c4/v2/background.png,https://media.fortniteapi.io/images/cosmetics/3fc2818777d048ef9ba8fca0c881d7c4/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/3fc2818777d048ef9ba8fca0c881d7c4/v2/info.en.png,,,ScatterBan,Welcome to the Melloverse,Part of the Welcome to the Melloverse set.,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
8336,EID_Sleek_S20CU,Freedom Wheels,"Do a lil' spin, do it again.",,500,,True,False,False,2022-02-11,2025-08-26,0.03,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Sleek_S20CU,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.Set.AmpleChaos']","['emoteDuration:8.53', 'emoteLoop']",,emote,Emote,Rare,RARE,2022-02-03,19.20,https://media.fortniteapi.io/images/e6a72a7c9b2bb1c66968965d7a748dff/transparent.png,https://media.fortniteapi.io/images/e6a72a7c9b2bb1c66968965d7a748dff/full_featured.png,https://media.fortniteapi.io/images/cosmetics/e6a72a7c9b2bb1c66968965d7a748dff/v2/background.png,https://media.fortniteapi.io/images/cosmetics/e6a72a7c9b2bb1c66968965d7a748dff/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/e6a72a7c9b2bb1c66968965d7a748dff/v2/info.en.png,,,AmpleChaos,Silk Sonic,Part of the Silk Sonic set.,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
8350,EID_WrongWay_M47AL,This Is The Way,A Mandalorian mantra.,,200,,False,False,False,2022-02-09,2025-06-01,0.04,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_WrongWay_M47AL,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.Set.LooseBeam']",['emoteDuration:4.20'],,emote,Emote,Uncommon,UNCOMMON,2022-02-09,19.20,https://media.fortniteapi.io/images/85fbf41c4ac8820e7de6481d0eda8674/transparent.png,https://media.fortniteapi.io/images/85fbf41c4ac8820e7de6481d0eda8674/full_featured.png,https://media.fortniteapi.io/images/cosmetics/85fbf41c4ac8820e7de6481d0eda8674/v2/background.png,https://media.fortniteapi.io/images/cosmetics/85fbf41c4ac8820e7de6481d0eda8674/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/85fbf41c4ac8820e7de6481d0eda8674/v2/info.en.png,,,LooseBeam,Book of Boba Fett,Part of the Book of Boba Fett set.,,,,,,,,,,ColumbusSeries,Star Wars Series,,,,,,,,,,,,,,,,
8421,EID_Rover_98BFX,Update Journal,Lemme just jot this down…,,200,,False,False,False,2022-02-18,2023-02-17,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Rover_98BFX,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.Set.FearCircle']",['emoteDuration:6.43'],,emote,Emote,Uncommon,UNCOMMON,2022-02-18,19.30,https://media.fortniteapi.io/images/4a2c342515926522cb0326113d46bb79/transparent.png,https://media.fortniteapi.io/images/4a2c342515926522cb0326113d46bb79/full_featured.png,https://media.fortniteapi.io/images/cosmetics/4a2c342515926522cb0326113d46bb79/v2/background.png,https://media.fortniteapi.io/images/cosmetics/4a2c342515926522cb0326113d46bb79/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/4a2c342515926522cb0326113d46bb79/v2/info.en.png,,,FearCircle,Uncharted,Part of the Uncharted set.,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422,EID_BeHere_8070H,Get Gone,Makeup's too strong.,,500,,True,False,False,2022-02-19,2025-10-27,0.06,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_BeHere_8070H,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19']","['emoteDuration:10.93', 'emoteLoop']",,emote,Emote,Rare,RARE,2022-02-19,19.30,https://media.fortniteapi.io/images/777abc017cfc9488103ea24336cd682f/transparent.png,https://media.fortniteapi.io/images/777abc017cfc9488103ea24336cd682f/full_featured.png,https://media.fortniteapi.io/images/cosmetics/777abc017cfc9488103ea24336cd682f/v2/background.png,https://media.fortniteapi.io/images/cosmetics/777abc017cfc9488103ea24336cd682f/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/777abc017cfc9488103ea24336cd682f/v2/info.en.png,,,,,,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
8423,EID_Bargain_Sync_Follower,,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Bargain_Sync_Follower,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop']",['emoteDuration:6.31'],,emote,Emote,Uncommon,UNCOMMON,2022-02-20,19.30,https://media.fortniteapi.io/images/6dbf5ca37b5b304e478e55f232522644/transparent.png,,https://media.fortniteapi.io/images/cosmetics/6dbf5ca37b5b304e478e55f232522644/v2/background.png,https://media.fortniteapi.io/images/cosmetics/6dbf5ca37b5b304e478e55f232522644/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/6dbf5ca37b5b304e478e55f232522644/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,EID_Bargain_Owned_Follower,,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Bargain_Owned_Follower,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop']",['emoteDuration:6.31'],,emote,Emote,Uncommon,UNCOMMON,2022-02-20,19.30,https://media.fortniteapi.io/images/2c9c6dbe25531bfcd74f4c5373b4a215/transparent.png,,https://media.fortniteapi.io/images/cosmetics/2c9c6dbe25531bfcd74f4c5373b4a215/v2/background.png,https://media.fortniteapi.io/images/cosmetics/2c9c6dbe25531bfcd74f4c5373b4a215/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/2c9c6dbe25531bfcd74f4c5373b4a215/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8425,EID_Bargain_Y5KHN,Business Up Front,We have an accord!,,300,,False,False,False,2022-02-20,2025-09-22,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Bargain_Y5KHN,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.Synced', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']",['emoteDuration:8.80'],,emote,Emote,Uncommon,UNCOMMON,2022-02-20,19.30,https://media.fortniteapi.io/images/1636a3b235815d25c1c0409923cf21d5/transparent.png,https://media.fortniteapi.io/images/1636a3b235815d25c1c0409923cf21d5/full_featured.png,https://media.fortniteapi.io/images/cosmetics/1636a3b235815d25c1c0409923cf21d5/v2/background.png,https://media.fortniteapi.io/images/cosmetics/1636a3b235815d25c1c0409923cf21d5/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/1636a3b235815d25c1c0409923cf21d5/v2/info.en.png,,,,,,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
8426,EID_Bargain_Owned,,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Bargain_Owned,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop']",['emoteDuration:6.31'],,emote,Emote,Uncommon,UNCOMMON,2022-02-20,19.30,https://media.fortniteapi.io/images/e2e4f77958ecdd6f8dff3c7f46d62b0e/transparent.png,https://media.fortniteapi.io/images/e2e4f77958ecdd6f8dff3c7f46d62b0e/full_featured.png,https://media.fortniteapi.io/images/cosmetics/e2e4f77958ecdd6f8dff3c7f46d62b0e/v2/background.png,https://media.fortniteapi.io/images/cosmetics/e2e4f77958ecdd6f8dff3c7f46d62b0e/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/e2e4f77958ecdd6f8dff3c7f46d62b0e/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8427,EID_Bargain_Sync,,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Bargain_Sync,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop']",['emoteDuration:6.31'],,emote,Emote,Uncommon,UNCOMMON,2022-02-20,19.30,https://media.fortniteapi.io/images/cc02eddd5830b506783beabd767e57b3/transparent.png,https://media.fortniteapi.io/images/cc02eddd5830b506783beabd767e57b3/full_featured.png,https://media.fortniteapi.io/images/cosmetics/cc02eddd5830b506783beabd767e57b3/v2/background.png,https://media.fortniteapi.io/images/cosmetics/cc02eddd5830b506783beabd767e57b3/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/cc02eddd5830b506783beabd767e57b3/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8432,EID_Gimmick_Male_8ZFCA,Deal 'Em Out,"The power ain't in the cards, mon frère.",,300,,False,False,False,2022-02-25,2024-09-02,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Gimmick_Male_8ZFCA,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.Set.SpillSell']",['emoteDuration:3.67'],,emote,Emote,Epic,Epic,2022-02-25,19.30,https://media.fortniteapi.io/images/4725dc72458855926efac78819e67a8d/transparent.png,https://media.fortniteapi.io/images/4725dc72458855926efac78819e67a8d/full_featured.png,https://media.fortniteapi.io/images/cosmetics/4725dc72458855926efac78819e67a8d/v2/background.png,https://media.fortniteapi.io/images/cosmetics/4725dc72458855926efac78819e67a8d/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/4725dc72458855926efac78819e67a8d/v2/info.en.png,,,SpillSell,Rogue & Gambit,Part of the Rogue & Gambit set.,,,,,,,,,,MarvelSeries,MARVEL SERIES,,,,,,,,,,,,,,,,
8433,EID_Gimmick_Female_6CMF4,Hands Off!,"Keep your hands to yourself, sugah.",,300,,False,False,False,2022-02-25,2025-10-01,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Gimmick_Female_6CMF4,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.Set.SpillSell']",['emoteDuration:4.83'],,emote,Emote,Epic,Epic,2022-02-25,19.30,https://media.fortniteapi.io/images/7f145fc455241d9374afea64add94154/transparent.png,https://media.fortniteapi.io/images/7f145fc455241d9374afea64add94154/full_featured.png,https://media.fortniteapi.io/images/cosmetics/7f145fc455241d9374afea64add94154/v2/background.png,https://media.fortniteapi.io/images/cosmetics/7f145fc455241d9374afea64add94154/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/7f145fc455241d9374afea64add94154/v2/info.en.png,,,SpillSell,Rogue & Gambit,Part of the Rogue & Gambit set.,,,,,,,,,,MarvelSeries,MARVEL SERIES,,,,,,,,,,,,,,,,
8454,EID_Heartsign_Sync,,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Heartsign_Sync,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop']",['emoteDuration:5.03'],,emote,Emote,Uncommon,UNCOMMON,2022-03-01,19.40,https://media.fortniteapi.io/images/9b18d147c8ee55ce4897d550052d58fd/transparent.png,,https://media.fortniteapi.io/images/cosmetics/9b18d147c8ee55ce4897d550052d58fd/v2/background.png,https://media.fortniteapi.io/images/cosmetics/9b18d147c8ee55ce4897d550052d58fd/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/9b18d147c8ee55ce4897d550052d58fd/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8455,EID_Thrive,Serve Stance,Get ready to rally.,,300,,False,False,False,2022-03-04,2023-08-03,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Thrive,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.Set.StoreSlam']","['emoteDuration:13.37', 'emoteLoop']",,emote,Emote,Epic,Epic,2022-03-01,19.40,https://media.fortniteapi.io/images/a0e05c765c7c8515626a1ded5a678f40/transparent.png,https://media.fortniteapi.io/images/a0e05c765c7c8515626a1ded5a678f40/full_featured.png,https://media.fortniteapi.io/images/cosmetics/a0e05c765c7c8515626a1ded5a678f40/v2/background.png,https://media.fortniteapi.io/images/cosmetics/a0e05c765c7c8515626a1ded5a678f40/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/a0e05c765c7c8515626a1ded5a678f40/v2/info.en.png,,,StoreSlam,Naomi Osaka,Part of the Naomi Osaka set.,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
8456,EID_Heartsign,Heart Sign,"Cross your fingers, cross your heart.",,0,,False,False,False,2022-03-08,2025-10-05,0.08,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Heartsign,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.Synced', 'Cosmetics.Set.SharpPunk']","['emoteDuration:11.50', 'emoteLoop']",,emote,Emote,Rare,RARE,2022-03-01,19.40,https://media.fortniteapi.io/images/c78506131f72a91f888dd564c155cdd7/transparent.png,,https://media.fortniteapi.io/images/cosmetics/c78506131f72a91f888dd564c155cdd7/v2/background.png,https://media.fortniteapi.io/images/cosmetics/c78506131f72a91f888dd564c155cdd7/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/c78506131f72a91f888dd564c155cdd7/v2/info.en.png,,,SharpPunk,Barbed Troublemaker,Part of the Barbed Troublemaker set.,,,,,,,,,,,,,,,,,,,,,,,,,,,
8457,EID_Heartsign_Sync_Follower,,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Heartsign_Sync_Follower,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop']",['emoteDuration:5.03'],,emote,Emote,Uncommon,UNCOMMON,2022-03-01,19.40,https://media.fortniteapi.io/images/71c89611e8be080b187cc469170665f9/transparent.png,,https://media.fortniteapi.io/images/cosmetics/71c89611e8be080b187cc469170665f9/v2/background.png,https://media.fortniteapi.io/images/cosmetics/71c89611e8be080b187cc469170665f9/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/71c89611e8be080b187cc469170665f9/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8458,EID_Heartsign_Sync_Owned_Follower,,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Heartsign_Sync_Owned_Follower,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop']",['emoteDuration:5.03'],,emote,Emote,Uncommon,UNCOMMON,2022-03-01,19.40,https://media.fortniteapi.io/images/745ec9dd5bbc39e2d31c02cc0ef7add3/transparent.png,,https://media.fortniteapi.io/images/cosmetics/745ec9dd5bbc39e2d31c02cc0ef7add3/v2/background.png,https://media.fortniteapi.io/images/cosmetics/745ec9dd5bbc39e2d31c02cc0ef7add3/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/745ec9dd5bbc39e2d31c02cc0ef7add3/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8459,EID_Heartsign_Sync_Owned,,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Heartsign_Sync_Owned,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop']",['emoteDuration:5.03'],,emote,Emote,Uncommon,UNCOMMON,2022-03-01,19.40,https://media.fortniteapi.io/images/7e3e115dade12e6c03bbadf4bfcdc0f8/transparent.png,,https://media.fortniteapi.io/images/cosmetics/7e3e115dade12e6c03bbadf4bfcdc0f8/v2/background.png,https://media.fortniteapi.io/images/cosmetics/7e3e115dade12e6c03bbadf4bfcdc0f8/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/7e3e115dade12e6c03bbadf4bfcdc0f8/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8497,EID_Journey,Assassin's Strike,Stop the Templars. At all costs.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Journey,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Emote.ActivationCondition.SwapsPickaxe', 'Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.Set.BeamPepper', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']",['emoteDuration:3.50'],,emote,Emote,Epic,Epic,2022-03-01,19.40,https://media.fortniteapi.io/images/59f2be0b4df350f49b3bae2d3453d4b8/transparent.png,,https://media.fortniteapi.io/images/cosmetics/59f2be0b4df350f49b3bae2d3453d4b8/v2/background.png,https://media.fortniteapi.io/images/cosmetics/59f2be0b4df350f49b3bae2d3453d4b8/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/59f2be0b4df350f49b3bae2d3453d4b8/v2/info.en.png,,,BeamPepper,Tales from the Animus,Part of the Tales from the Animus set.,,,,,,,,,,PlatformSeries,Gaming Legends Series,,,,,,,,,,,,,,,,
8682,EID_Mystic,Conjure Weapon,It's all in the wrists...and other dimensional energies.,,0,,False,False,False,,,0.03,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Mystic,"['Cosmetics.EmoteType.Dance', 'Emote.ActivationCondition.SwapsPickaxe', 'Cosmetics.Filter.Season.20', 'Cosmetics.Source.Season20.BattlePass.Paid', 'Cosmetics.Set.ProperPastel']",['emoteDuration:3.17'],,emote,Emote,Epic,Epic,2022-03-20,20.00,https://media.fortniteapi.io/images/089b0a0eb80aee79efbf6b9cdf62dcca/transparent.png,,https://media.fortniteapi.io/images/cosmetics/089b0a0eb80aee79efbf6b9cdf62dcca/v2/background.png,https://media.fortniteapi.io/images/cosmetics/089b0a0eb80aee79efbf6b9cdf62dcca/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/089b0a0eb80aee79efbf6b9cdf62dcca/v2/info.en.png,,,ProperPastel,Doctor Strange,Part of the Doctor Strange set.,20.0,90.0,10.0,paid,Chapter 3,Season 2,Chapter 3 - Season 2,Battle Pass,,MarvelSeries,MARVEL SERIES,,,,,,,,,,,,,,,,
8683,EID_Handlebars,Segway Tour,The only way to get around the island.,,0,,False,False,False,,,0.03,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Handlebars,"['Cosmetics.EmoteType.Dance', 'Cosmetics.UserFacingFlags.Emote.Traversal', 'Cosmetics.Filter.Season.20', 'Cosmetics.Source.Season20.BattlePass.Paid', 'Cosmetics.Set.GuideRobot']","['emoteDuration:12.27', 'emoteLoop']",,emote,Emote,Rare,RARE,2022-03-20,20.00,https://media.fortniteapi.io/images/0bbc68e96cbfcced80da9d9c3f635476/transparent.png,,https://media.fortniteapi.io/images/cosmetics/0bbc68e96cbfcced80da9d9c3f635476/v2/background.png,https://media.fortniteapi.io/images/cosmetics/0bbc68e96cbfcced80da9d9c3f635476/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/0bbc68e96cbfcced80da9d9c3f635476/v2/info.en.png,,,GuideRobot,Segway,Part of the Segway set.,20.0,40.0,5.0,paid,Chapter 3,Season 2,Chapter 3 - Season 2,Battle Pass,,,,,,,,,,,,,,,,,,,
8684,EID_CyberArmor,Blade Breaker,Assassin protocol activated.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_CyberArmor,"['Cosmetics.EmoteType.Dance', 'Emote.ActivationCondition.SwapsPickaxe', 'Cosmetics.Filter.Season.20', 'Cosmetics.Source.Season20.BattlePass.Paid', 'Cosmetics.Set.CyberKarate', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']",['emoteDuration:4.00'],,emote,Emote,Epic,Epic,2022-03-20,20.00,,,,,,,,CyberKarate,Kata Tech,Part of the Kata Tech set.,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,EID_Sienna,Slash and Smash,Flourish of blows from a skilled hand to hand combatant.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Sienna,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Filter.Season.20', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.Set.JokeAngel', 'Cosmetics.Source.Season20.BattlePass.Paid', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']",['emoteDuration:4.90'],,emote,Emote,Epic,Epic,2022-03-20,20.00,https://media.fortniteapi.io/images/81a445dad234cba554d98f874d98d2a9/transparent.png,,https://media.fortniteapi.io/images/cosmetics/81a445dad234cba554d98f874d98d2a9/v2/background.png,https://media.fortniteapi.io/images/cosmetics/81a445dad234cba554d98f874d98d2a9/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/81a445dad234cba554d98f874d98d2a9/v2/info.en.png,,,JokeAngel,Prowler,Part of the Prowler set.,,,,,,,,,,MarvelSeries,MARVEL SERIES,,,,,,,,,,,,,,,,
8686,EID_Cadet,Bag of Essentials,Touched up and ready to brawl.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Cadet,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Filter.Season.20', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.Source.Season20.BattlePass.Paid', 'Cosmetics.Set.KnockoutBoss']",['emoteDuration:9.97'],,emote,Emote,Epic,Epic,2022-03-20,20.00,https://media.fortniteapi.io/images/e58361fdbe7645e537411a1c42e62fdb/transparent.png,,https://media.fortniteapi.io/images/cosmetics/e58361fdbe7645e537411a1c42e62fdb/v2/background.png,https://media.fortniteapi.io/images/cosmetics/e58361fdbe7645e537411a1c42e62fdb/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/e58361fdbe7645e537411a1c42e62fdb/v2/info.en.png,,,KnockoutBoss,K.O. Captain,Part of the K.O. Captain set.,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687,EID_KnightCat,Dagger Dance,A battle-ready Wish Guardian ritual.,,0,,False,False,False,,,0.05,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_KnightCat,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Filter.Season.20', 'Cosmetics.Set.HopeWatcher', 'Cosmetics.Source.Season20.BattlePass.Free']",['emoteDuration:5.43'],,emote,Emote,Rare,RARE,2022-03-20,20.00,https://media.fortniteapi.io/images/383557d1e99ad2feffd157926d1324fb/transparent.png,,https://media.fortniteapi.io/images/cosmetics/383557d1e99ad2feffd157926d1324fb/v2/background.png,https://media.fortniteapi.io/images/cosmetics/383557d1e99ad2feffd157926d1324fb/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/383557d1e99ad2feffd157926d1324fb/v2/info.en.png,,,HopeWatcher,Wish Guardian,Part of the Wish Guardian set.,20.0,80.0,9.0,free,Chapter 3,Season 2,Chapter 3 - Season 2,Battle Pass,,,,,,,,,,,,,,,,,,,
8688,EID_OriginPrisoner,Unchained,Break free.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_OriginPrisoner,"['Cosmetics.EmoteType.Dance', 'Emote.ActivationTrigger.RemoveDisguise', 'Cosmetics.Filter.Season.20', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.Source.Season20.BattlePass.Paid', 'Cosmetics.Set.Asteroid', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']",['emoteDuration:3.20'],,emote,Emote,Legendary,LEGENDARY,2022-03-20,20.00,https://media.fortniteapi.io/images/0c7818035f7cd5514a4da8d301904d9e/transparent.png,,https://media.fortniteapi.io/images/cosmetics/0c7818035f7cd5514a4da8d301904d9e/v2/background.png,https://media.fortniteapi.io/images/cosmetics/0c7818035f7cd5514a4da8d301904d9e/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/0c7818035f7cd5514a4da8d301904d9e/v2/info.en.png,,,Asteroid,The Seven,Part of the The Seven set.,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,EID_OrderGuard,Cyclo Curl,Feel the turn.,,0,,False,False,False,,,0.08,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_OrderGuard,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.20', 'Cosmetics.Set.NewHotness']","['emoteDuration:14.20', 'emoteLoop']",,emote,Emote,Epic,Epic,2022-03-20,20.00,https://media.fortniteapi.io/images/e5cf728d9adddb5451003b92fe292889/transparent.png,,https://media.fortniteapi.io/images/cosmetics/e5cf728d9adddb5451003b92fe292889/v2/background.png,https://media.fortniteapi.io/images/cosmetics/e5cf728d9adddb5451003b92fe292889/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/e5cf728d9adddb5451003b92fe292889/v2/info.en.png,,,NewHotness,IO Inquest,Part of the IO Inquest set.,20.0,20.0,3.0,free,Chapter 3,Season 2,Chapter 3 - Season 2,Battle Pass,,,,,,,,,,,,,,,,,,,
