Unnamed: 0,id,name,description,series,price,builtInEmote,copyrightedAudio,upcoming,reactive,releaseDate,lastAppearance,interest,video,audio,path,gameplayTags,apiTags,battlepass,type.id,type.name,rarity.id,rarity.name,added.date,added.version,images.icon,images.featured,images.background,images.icon_background,images.full_background,juno.icon,beans.icon,set.id,set.name,set.partOf,battlepass.season,battlepass.tier,battlepass.page,battlepass.type,battlepass.displayText.chapter,battlepass.displayText.season,battlepass.displayText.chapterSeason,battlepass.battlePassName,set,series.id,series.name,builtInEmote.id,builtInEmote.type.id,builtInEmote.type.name,builtInEmote.name,builtInEmote.description,builtInEmote.rarity.id,builtInEmote.rarity.name,builtInEmote.series,builtInEmote.images.icon,builtInEmote.images.featured,builtInEmote.images.background,builtInEmote.images.icon_background,builtInEmote.images.full_background,builtInEmote.video,builtInEmote.series.id,builtInEmote.series.name,display_assets_url
18676,Character_BerryTartBrunt_Cinematic,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/BerryTart/Character_BerryTartBrunt_Cinematic,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18677,Character_BerryTartRiver_Cinematic,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/BerryTart/Character_BerryTartRiver_Cinematic,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18678,Character_BraveBuildSuper_Cinematic,Rap Boy,I came to save the game.,,0,,False,True,False,,,0.0,,,/Quail/Characters/BraveBuildSuper/Character_BraveBuildSuper_Cinematic,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.Filter.Season.27', 'Cosmetics.Source.ItemShop', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Set.ThickBottle', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/c9645adbf2dca56330233661aa56875e/transparent.png,,https://media.fortniteapi.io/images/cosmetics/c9645adbf2dca56330233661aa56875e/v2/background.png,https://media.fortniteapi.io/images/cosmetics/c9645adbf2dca56330233661aa56875e/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/c9645adbf2dca56330233661aa56875e/v2/info.en.png,,,ThickBottle,Eminem,Part of the Eminem set.,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,,
18680,Character_ClayPlug_Cinematic,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/ClayPlug/Character_ClayPlug_Cinematic,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18681,Character_ClayPlug_Cinematic_Comic,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/ClayPlug/Character_ClayPlug_Cinematic_Comic,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18682,Character_ClayPlug_Cinematic_ComicPanel,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/ClayPlug/Character_ClayPlug_Cinematic_ComicPanel,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18683,Character_ClayPlug_Cinematic_Glitch,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/ClayPlug/Character_ClayPlug_Cinematic_Glitch,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18684,Character_Doggus_Cinematic_Comic,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/Doggus/Character_Doggus_Cinematic_Comic,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18685,Character_Doggus_Cinematic_ComicPanel,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/Doggus/Character_Doggus_Cinematic_ComicPanel,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18686,Character_KelpLinenCalcium_Cinematic,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/KelpLinen/Character_KelpLinenCalcium_Cinematic,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18687,Character_KelpLinenMagnesium_Cinematic,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/KelpLinen/Character_KelpLinenMagnesium_Cinematic,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18688,Character_LemonCartCleaner_Cinematic,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/LemonCart/Character_LemonCartCleaner_Cinematic,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18689,Character_LemonCartGranite_Cinematic,,,,0,,False,False,False,,,0.0,,,/Quail/Characters/LemonCart/Character_LemonCartGranite_Cinematic,[],[],,outfit,Outfit,unattainable,,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18720,Character_BlondeJaw,Godzilla Evolved,King of the Monsters.,,0,,False,False,True,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_BlondeJaw,"['SoundLibrary.ID.StepType.BarefootHeavy', 'SoundLibrary.ID.HandType.Bare', 'SoundLibrary.ID.ClothingType.Scales', 'Cosmetics.UserFacingFlags.Reactive', 'Cosmetics.Filter.Season.33', 'Cosmetics.Set.GiantRoyalty', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/6d58c4d4c04b34ab9f50b8f9af90521c/transparent.png,,https://media.fortniteapi.io/images/cosmetics/6d58c4d4c04b34ab9f50b8f9af90521c/v2/background.png,https://media.fortniteapi.io/images/cosmetics/6d58c4d4c04b34ab9f50b8f9af90521c/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/6d58c4d4c04b34ab9f50b8f9af90521c/v2/info.en.png,,,GiantRoyalty,Monarch's Titans,Part of the Monarch's Titans set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18721,Character_CritterBran,Storm-Wild Raven,The haunted envoy of the Storm King.,,0,,False,True,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_CritterBran,"['SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.Filter.Season.33', 'Cosmetics.Source.ItemShop', 'SoundLibrary.ID.StepType.BootsCombat', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/82b02c5992ad7824af700868600b1ece/transparent.png,,https://media.fortniteapi.io/images/cosmetics/82b02c5992ad7824af700868600b1ece/v2/background.png,https://media.fortniteapi.io/images/cosmetics/82b02c5992ad7824af700868600b1ece/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/82b02c5992ad7824af700868600b1ece/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_critterbran.png,https://media.fortniteapi.io/images/icons/beans/character_critterbran.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18722,Character_CrystalGlobe,Samael,Provided a second chance through Necrification by the Phayder Corporation.,,1500,,False,False,False,2024-12-11,2025-04-04,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_CrystalGlobe,"['SoundLibrary.ID.HandType.Glove', 'Cosmetics.Filter.Season.33', 'Cosmetics.Source.ItemShop', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'Cosmetics.Set.ViralWheels', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/cc6bdfe9e5bcf87d5cf897be2a924bb0/transparent.png,,https://media.fortniteapi.io/images/cosmetics/cc6bdfe9e5bcf87d5cf897be2a924bb0/v2/background.png,https://media.fortniteapi.io/images/cosmetics/cc6bdfe9e5bcf87d5cf897be2a924bb0/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/cc6bdfe9e5bcf87d5cf897be2a924bb0/v2/info.en.png,,,ViralWheels,UT,Part of the UT set.,,,,,,,,,,PlatformSeries,Gaming Legends Series,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_Character_CrystalGlobe/MI_0.png
18723,Character_CubicVice_Dual,Kendo,A wandering rōnin with a restless spirit.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_CubicVice_Dual,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.33', 'Cosmetics.Set.MetalWalk', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/84ab8669f20d978337a095f18121991b/transparent.png,,https://media.fortniteapi.io/images/cosmetics/84ab8669f20d978337a095f18121991b/v2/background.png,https://media.fortniteapi.io/images/cosmetics/84ab8669f20d978337a095f18121991b/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/84ab8669f20d978337a095f18121991b/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_cubicvice_dual.png,https://media.fortniteapi.io/images/icons/beans/character_cubicvice_dual.png,MetalWalk,Wandering Warrior,Part of the Wandering Warrior set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18724,Character_EthicalNoggin,Skull Commander,Feel it deep in your bones.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_EthicalNoggin,"['SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.33', 'SoundLibrary.ID.StepType.BootsCombat', 'Cosmetics.Set.SkullTrooper', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/83f61c239c9dc1f1710f053906a934c3/transparent.png,,https://media.fortniteapi.io/images/cosmetics/83f61c239c9dc1f1710f053906a934c3/v2/background.png,https://media.fortniteapi.io/images/cosmetics/83f61c239c9dc1f1710f053906a934c3/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/83f61c239c9dc1f1710f053906a934c3/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_ethicalnoggin.png,https://media.fortniteapi.io/images/icons/beans/character_ethicalnoggin.png,SkullTrooper,Skull Squad,Part of the Skull Squad set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18725,Character_IronLilac_Sly,Shadow Blade Hope,See through the shadows.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_IronLilac_Sly,"['SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.33', 'Cosmetics.Set.TinyDark', 'Cosmetics.Gating.Allow.Shoes', 'SoundLibrary.ID.StepType.ShoesSneakers']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/3be4ea16774db277fc42175e9752e42c/transparent.png,,https://media.fortniteapi.io/images/cosmetics/3be4ea16774db277fc42175e9752e42c/v2/background.png,https://media.fortniteapi.io/images/cosmetics/3be4ea16774db277fc42175e9752e42c/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/3be4ea16774db277fc42175e9752e42c/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_ironlilac_sly.png,https://media.fortniteapi.io/images/icons/beans/character_ironlilac_sly.png,TinyDark,In the Shadows,Part of the In the Shadows set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18726,Character_MistMylar_Claw,Daigo,Man of a thousand faces.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_MistMylar_Claw,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.33', 'Cosmetics.Set.FaceHat', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/654539b7783f7df05e49b7cc53fac0ff/transparent.png,,https://media.fortniteapi.io/images/cosmetics/654539b7783f7df05e49b7cc53fac0ff/v2/background.png,https://media.fortniteapi.io/images/cosmetics/654539b7783f7df05e49b7cc53fac0ff/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/654539b7783f7df05e49b7cc53fac0ff/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_mistmylar_claw.png,https://media.fortniteapi.io/images/icons/beans/character_mistmylar_claw.png,FaceHat,Thousand Faces,Part of the Thousand Faces set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18727,Character_OysterKnock,Hero Baymax,Ready to be your hero.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_OysterKnock,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.33', 'Cosmetics.Set.StandardGrid', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/410f7dcaee45fba94632629a50235f2d/transparent.png,,https://media.fortniteapi.io/images/cosmetics/410f7dcaee45fba94632629a50235f2d/v2/background.png,https://media.fortniteapi.io/images/cosmetics/410f7dcaee45fba94632629a50235f2d/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/410f7dcaee45fba94632629a50235f2d/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_oysterknock.png,,StandardGrid,Big Hero 6,Part of the Big Hero 6 set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18728,Character_PolishedJade_Mind,Jade,Discover the Island's myths.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_PolishedJade_Mind,"['SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.33', 'SoundLibrary.ID.StepType.ShoesSneakers', 'Cosmetics.Set.AuraBlocker', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/6c95dd298a66b96ca1d30473031a7fa3/transparent.png,,https://media.fortniteapi.io/images/cosmetics/6c95dd298a66b96ca1d30473031a7fa3/v2/background.png,https://media.fortniteapi.io/images/cosmetics/6c95dd298a66b96ca1d30473031a7fa3/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/6c95dd298a66b96ca1d30473031a7fa3/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_polishedjade_mind.png,https://media.fortniteapi.io/images/icons/beans/character_polishedjade_mind.png,AuraBlocker,Cursed Guardian,Part of the Cursed Guardian set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18729,Character_PoolSwirl,Ryūji,Dive into the heart of the dragon.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_PoolSwirl,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18730,Character_RobedMentor_Cross_NPC,TBD,TBD,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_RobedMentor_Cross_NPC,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18731,Character_RobedSledge_Cross_NPC,TBD,TBD,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_RobedSledge_Cross_NPC,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18732,Character_RoseDepth_Seed,The Night Rose,"A fearsome demon warrior, bound by ancient duty.",,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_RoseDepth_Seed,"['SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.StepType.ShoesDress', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.33', 'Cosmetics.Set.CloseThorn', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/24ee5c22f465956fd49eb4e84dbd26a6/transparent.png,,https://media.fortniteapi.io/images/cosmetics/24ee5c22f465956fd49eb4e84dbd26a6/v2/background.png,https://media.fortniteapi.io/images/cosmetics/24ee5c22f465956fd49eb4e84dbd26a6/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/24ee5c22f465956fd49eb4e84dbd26a6/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_rosedepth_seed.png,https://media.fortniteapi.io/images/icons/beans/character_rosedepth_seed.png,CloseThorn,The Night Rose,Part of the The Night Rose set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18733,Character_RushRustle,Renegade Rebel,Clean and classic.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_RushRustle,"['SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.33', 'Cosmetics.Set.OtherComeback', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/50975479fb8343b5794bc5892bc9312b/transparent.png,,https://media.fortniteapi.io/images/cosmetics/50975479fb8343b5794bc5892bc9312b/v2/background.png,https://media.fortniteapi.io/images/cosmetics/50975479fb8343b5794bc5892bc9312b/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/50975479fb8343b5794bc5892bc9312b/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_rushrustle.png,https://media.fortniteapi.io/images/icons/beans/character_rushrustle.png,OtherComeback,Return of the Renegade,Part of the Return of the Renegade set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18734,Character_SliceVine_LoopPlum,Nyanja,Two-tailed trickster.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_SliceVine_LoopPlum,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'Cosmetics.Set.PawThief', 'Cosmetics.Gating.Allow.Shoes', 'Cosmetics.Filter.Season.33', 'Cosmetics.UserFacingFlags.HasUpgradeQuests']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/a3133e221edc6a936029e57555433520/transparent.png,,https://media.fortniteapi.io/images/cosmetics/a3133e221edc6a936029e57555433520/v2/background.png,https://media.fortniteapi.io/images/cosmetics/a3133e221edc6a936029e57555433520/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/a3133e221edc6a936029e57555433520/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_slicevine_loopplum.png,https://media.fortniteapi.io/images/icons/beans/character_slicevine_loopplum.png,PawThief,Nekomata Rogue,Part of the Nekomata Rogue set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18735,Character_StormAviator,Aerial Assault Bomber,Watch the skies.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_StormAviator,"['SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.LimitedTimeReward', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.33', 'SoundLibrary.ID.StepType.BootsCombat', 'Cosmetics.Set.LeftSky', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/a53e5b822628275a7b3d1f5706879651/transparent.png,,https://media.fortniteapi.io/images/cosmetics/a53e5b822628275a7b3d1f5706879651/v2/background.png,https://media.fortniteapi.io/images/cosmetics/a53e5b822628275a7b3d1f5706879651/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/a53e5b822628275a7b3d1f5706879651/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_stormaviator.png,https://media.fortniteapi.io/images/icons/beans/character_stormaviator.png,LeftSky,Return Flight,Part of the Return Flight set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18736,Character_TractorFair,Garog,Fearsome representative of the Skaarj Empire in the Tournament Arena.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_TractorFair,"['SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.Filter.Season.33', 'Cosmetics.Source.ItemShop', 'SoundLibrary.ID.StepType.BarefootHeavy', 'Cosmetics.Set.ViralWheels', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/32c17498c66d89707dca059741e7a58b/transparent.png,,https://media.fortniteapi.io/images/cosmetics/32c17498c66d89707dca059741e7a58b/v2/background.png,https://media.fortniteapi.io/images/cosmetics/32c17498c66d89707dca059741e7a58b/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/32c17498c66d89707dca059741e7a58b/v2/info.en.png,,,ViralWheels,UT,Part of the UT set.,,,,,,,,,,PlatformSeries,Gaming Legends Series,,,,,,,,,,,,,,,,,
18737,Character_UnluckyRoll,Shogun X,The demon commander from realms beyond.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_UnluckyRoll,"['SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.Filter.Season.33', 'Cosmetics.Source.ItemShop', 'SoundLibrary.ID.StepType.Sandal', 'Cosmetics.Set.DownturnBlade', 'Cosmetics.Gating.Allow.Shoes', 'Cosmetics.UserFacingFlags.HasVariants']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,https://media.fortniteapi.io/images/51a1b6fbf7a06a1298489471f041ad01/transparent.png,,https://media.fortniteapi.io/images/cosmetics/51a1b6fbf7a06a1298489471f041ad01/v2/background.png,https://media.fortniteapi.io/images/cosmetics/51a1b6fbf7a06a1298489471f041ad01/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/51a1b6fbf7a06a1298489471f041ad01/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/character_unluckyroll.png,https://media.fortniteapi.io/images/icons/beans/character_unluckyroll.png,DownturnBlade,Deadly Shogun,Part of the Deadly Shogun set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18738,Character_UnluckySinge_Staff_NPC,TBD,TBD,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_UnluckySinge_Staff_NPC,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Epic,Epic,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18934,CID_STWHero,Hero Outfit,Use your commander's default appearance in place of an Outfit.,,0,,False,False,False,,,0.0,,,/Game/Athena/Items/Cosmetics/Characters/CID_STWHero,"['Cosmetics.Source.DefaultItem', 'Cosmetics.Source.CampaignHero']",[],,outfit,Outfit,Common,COMMON,2024-12-01,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19271,Character_IntenseCello,Peter B. Parker,There's no playbook for being Spider-Man and a new dad.,,1500,,False,False,False,2024-12-07,2025-02-28,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/Character_IntenseCello,"['SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'Cosmetics.Filter.Season.33', 'SoundLibrary.ID.HandType.Bare', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.TransferLegend', 'Cosmetics.Gating.Allow.Shoes']",[],,outfit,Outfit,Epic,Epic,2024-12-05,1.6.0,https://media.fortniteapi.io/images/088064f17956a825b0f8cd850c0d2e62/transparent.png,,https://media.fortniteapi.io/images/cosmetics/088064f17956a825b0f8cd850c0d2e62/v2/background.png,https://media.fortniteapi.io/images/cosmetics/088064f17956a825b0f8cd850c0d2e62/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/088064f17956a825b0f8cd850c0d2e62/v2/info.en.png,,,TransferLegend,Across the Spider-Verse,Part of the Across the Spider-Verse set.,,,,,,,,,,MarvelSeries,MARVEL SERIES,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_Character_IntenseCello/MI_0.png
